"User","Location","Date of Review","Review Title","Review"
"mindyderro","North Vancouver, Canada","October 27, 2015","Crocodile Farm","Missed the crocodile show. The Phyton was scary although tamed and the mouth closed. There were a lot of out of owners which is good for the tourism."
"Kn E"," ","October 21, 2015","The Child in Us","We arrived in the Park at 8:30 AM on a Sunday, which was just 30 minutes from the time that they opened. As expected, the park is jam packed with students who were on their excursion. The last time that I visited the park was way back in the 90's ( i know. i haven't got enough time to roam around :D ) my 3 year old son enjoyed the show and he got so fascinated with all the crocodiles that he saw ( he just got disappointed when he didn't see any cheetahs . LOL! ). The park opens at 8 AM. Adult entrance fee is 200 pesos and child entrance fee is 100 pesos. There is also a souvenir shop just on the right side when you are about to exit the park. They have strollers for rent for children which could range from 60pesos-100pesos (if i am not mistaken) just right at the entrance.  We just did not stay that long on the crocs area coz of the stinky smell, so as on the area where the monkeys are. We could not stand it. The ice cream that they are selling just right outside, near the exit area is superb. it tastes good that you have to try it, it is 60 pesos for 2 scoops of the ice cream. Part of the tour is the butterfly sanctuary(i think that is what it is called). You have to walk a distance though to get there, or it would be better if you bring with you your car for it to be much more easier for you to get there.. there were just a number of butterflies,not like before. There's a little bit of a playground for the kids, trees, benches and tables where you can sit down and rest for a while.  If you want your kids to enjoy and learn, this is a must visit place. "
"jake162015","Metro Manila, Philippines","October 21, 2015","Well maintained zoo","It was awesome the first time we visited like 3-4 years ago, and again this year. I'm amazed how big this crocodile named Pangil, I believe he was the biggest croc in captivity since Lolong was captured. Better to visit this zoo during weekends because they have a show at 3pm. For me the most entertaining part of the show is how they poke a stick to Pangil to agitate him and you can see him up close and feel his powerful jaw clamp its way to the stick. Amazing! I do hope they know what they're doing, I'm kinda worried because they might stress this wonderful creature. "
"Kristienne L"," ","October 17, 2015","Kids were amazed","Making ur kids experience how does crocodile and other animals looks in real life..my kids really love it here.. It was a very nice experience and for sure we will visit again next time.."
"Tsuperman74","Butuan, Philippines","October 14, 2015","Croc for food!","Oh my if you have knack for exotic food, this is the place... this is the place for recreation if you have children, your friends, family."
"Irene F"," ","October 13, 2015","more of a zoological garden..","my idea of a park is where you can take a picnic anywhere within the vicinity. sadly, this place is not conducive for that. with a 200 peso entance fee, it's quite exorbitant for a regular local tourist. the place is quite cramped for its growing animal population(or the space is just maximized).but if you're an animal lover, the tigers and the crocs are enough to make your experience fun."
"John Elbert H"," ","October 10, 2015","Crocs everywhere!","We had a lot of fun here by watching different kind of shows. And that guy walking on a thin wire amazed everyone by his ""buwis buhay"" performance! lol . We tried the crocodile ice cream and i think there's nothing special with that ice cream. lol"
"Jim B","Davao City, Philippines","October 7, 2015","Short of expectations","While visiting Davao, my wife and I looked up places to visit and decided on Crocodile Park which seemed to have good reviews. We were both disappointed in the place. There was only one show on schedule and we missed the first half of that. It felt like there were more birds and other animals in cages then actual crocodiles. The entry fee boasted of free trip to Butterfuly farm also and a fire show. However, the Butterfly farm consisted of one pen with one species of butterfies and we were told the fire show was only on weekends. It only took about 45 minutes to view the place and we both left feeling a little jilted. It's ok to visit once especially if you have children, but go on a weekend or you will be wasting your time."
"jim b","Melbourne, Australia","October 4, 2015","Appalling","If you like seeing animals suffer in confined spaces then this is the place for you. Don't ride you bike to this park as they do not allow bicycles anywhere on the property, not even in the car park."
"Michael S"," ","October 1, 2015","croc of crocs","this was a fairly uninspiring experience. there were a lot of crocodiles, keep in rather run down conditions. there were serveral other animals as well keep in smallish cages. there was li ited opportunity to interact. the crocodiles farms in malaysia are far more interesting"
"Jameson L","Antipolo City","October 1, 2015","Not much fun","The park is well kept but nothing much to show and the souvenirs on sale are pricy. I had fun with the ostrich though."
"Nelle258","Quezon, Philippines","September 16, 2015","Crocodile Ice Cream","Not everyone know's that an ice cream made of crocodile exist. I'm not sure if it really is made of crocodile but it tasted like one. (I tried crocodile sisig and it's really good)."
